slug,name,name_hi,browse_section,default_unit,kcal_per_serving,protein_g_per_serving,serving_label,aliases,tags,is_junk,is_home_cooked,sort_priority,portion_ui_type,portion_presets,unit_options,data_source
pizza-chicken-slice,Pizza chicken (slice),,snacks_chaat,piece,305,14.0,1 slice (~110g),chicken pizza|tandoori chicken pizza,non_veg|western|restaurant,true,false,70,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.00909,""label"":""g"",""step"":10,""min"":10,""max"":880}}",mfp_avg
pizza-veg-loaded-slice,Pizza veg loaded (slice),,snacks_chaat,piece,270,11.0,1 slice (~100g),veg pizza|veg supreme pizza,veg|western|restaurant,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.01,""label"":""g"",""step"":10,""min"":10,""max"":800}}",mfp_avg
dominos-medium-margherita-slice,Domino's Margherita medium (slice),,snacks_chaat,piece,150,5.5,1 slice (~70g),dominos pizza|dominos margherita,veg|western|brand,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8}}",brand_dominos
burger-veg,Veg burger,वेज बर्गर,snacks_chaat,piece,320,11.0,1 burger (~180g),veg burger|burger|aloo burger,veg|western|fast_food,true,false,78,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":10,""max"":540}}",mfp_avg
burger-chicken,Chicken burger,चिकन बर्गर,snacks_chaat,piece,380,22.0,1 burger (~200g),chicken burger,non_veg|western|fast_food|high_protein,true,false,80,count,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""multiplier"":0.8},{""key"":""regular"",""label"":""Medium"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""multiplier"":1.3}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.005,""label"":""g"",""step"":10,""min"":10,""max"":600}}",mfp_avg
mcaloo-tikki-burger,McAloo Tikki burger,,snacks_chaat,piece,340,8.0,1 burger,mcaloo tikki|aloo tikki burger|mcd aloo,veg|brand|fast_food,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4}}",brand_mcdonalds
mcveggie,McVeggie,,snacks_chaat,piece,405,12.0,1 burger,mcveggie|mcd veggie,veg|brand|fast_food,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4}}",brand_mcdonalds
mcchicken,McChicken,,snacks_chaat,piece,400,22.0,1 burger,mcchicken|mcd chicken,non_veg|brand|fast_food|high_protein,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":4}}",brand_mcdonalds
french-fries-small,French fries (small),,snacks_chaat,serving,230,3.0,1 small fries,french fries|fries|small fries,veg|fried|fast_food,true,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":3}}",mfp_avg
french-fries-medium,French fries (medium),,snacks_chaat,serving,340,4.0,1 medium fries,fries medium|medium fries,veg|fried|fast_food,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":3}}",mfp_avg
garlic-bread,Garlic bread (2 slices),,snacks_chaat,piece,120,3.5,1 slice (~35g),garlic bread,veg|western|bakery,false,false,60,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.02857,""label"":""g"",""step"":10,""min"":10,""max"":350}}",mfp_avg
sandwich-veg-grilled,Grilled veg sandwich,,snacks_chaat,piece,280,10.0,1 sandwich (~150g),veg sandwich|grilled sandwich|veg grilled,veg|breakfast|cafe,false,false,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":10,""max"":450}}",mfp_avg
sandwich-cheese-grilled,Cheese grilled sandwich,,snacks_chaat,piece,350,14.0,1 sandwich (~150g),cheese sandwich|grilled cheese,veg|cafe,false,false,70,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00667,""label"":""g"",""step"":10,""min"":10,""max"":450}}",mfp_avg
sandwich-chicken-grilled,Grilled chicken sandwich,,snacks_chaat,piece,380,25.0,1 sandwich (~170g),chicken sandwich|grilled chicken sandwich,non_veg|cafe|high_protein,false,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00588,""label"":""g"",""step"":10,""min"":10,""max"":510}}",mfp_avg
bombay-sandwich,Bombay sandwich,,snacks_chaat,piece,320,9.0,1 sandwich (~160g),bombay sandwich|chutney sandwich,veg|street_food|mumbai,false,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":3},""gram"":{""multiplier"":0.00625,""label"":""g"",""step"":10,""min"":10,""max"":480}}",mfp_avg
subway-veggie-6inch,Subway 6-inch Veggie Delite,,snacks_chaat,piece,230,9.0,1 sub (6-inch),subway veggie|veggie delite|subway veg,veg|brand|sub,false,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":0.5,""min"":0.5,""max"":2}}",brand_subway
subway-chicken-teriyaki-6inch,Subway 6-inch Chicken Teriyaki,,snacks_chaat,piece,365,25.0,1 sub (6-inch),subway teriyaki|chicken sub|subway chicken,non_veg|brand|sub|high_protein,false,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":0.5,""min"":0.5,""max"":2}}",brand_subway
burrito-veg,Veg burrito,,snacks_chaat,piece,520,14.0,1 large (~300g),veg burrito|burrito|mexican wrap,veg|mexican|wrap,false,false,40,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":2},""gram"":{""multiplier"":0.00333,""label"":""g"",""step"":10,""min"":10,""max"":600}}",mfp_avg
burrito-chicken,Chicken burrito,,snacks_chaat,piece,620,32.0,1 large (~320g),chicken burrito,non_veg|mexican|high_protein,false,false,40,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":2},""gram"":{""multiplier"":0.00313,""label"":""g"",""step"":10,""min"":10,""max"":640}}",mfp_avg
taco-veg,Veg taco,,snacks_chaat,piece,145,4.0,1 taco (~75g),veg taco|taco,veg|mexican,false,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.01333,""label"":""g"",""step"":10,""min"":10,""max"":450}}",mfp_avg
taco-chicken,Chicken taco,,snacks_chaat,piece,165,9.0,1 taco (~80g),chicken taco,non_veg|mexican|high_protein,false,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":6},""gram"":{""multiplier"":0.0125,""label"":""g"",""step"":10,""min"":10,""max"":480}}",mfp_avg
quesadilla,Quesadilla (chicken),,snacks_chaat,piece,540,22.0,1 large (~250g),quesadilla|chicken quesadilla,non_veg|mexican|high_protein,false,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":2},""gram"":{""multiplier"":0.004,""label"":""g"",""step"":10,""min"":10,""max"":500}}",mfp_avg
sushi-roll-veg,Sushi roll (veg),,snacks_chaat,piece,35,0.8,1 piece (~16g),veg sushi|sushi roll,veg|japanese,false,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":4,""max"":15}}",mfp_avg
sushi-roll-salmon,Sushi roll (salmon),,snacks_chaat,piece,45,2.0,1 piece (~18g),sushi salmon|salmon roll|maki,non_veg|japanese|high_protein,false,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":4,""max"":15}}",mfp_avg
maggi-noodles-cooked,Maggi noodles (1 pack cooked),मैगी,snacks_chaat,serving,310,7.0,1 pack (~70g raw),maggi|maggi noodles|2 min noodles,veg|brand|packaged|junk,true,false,90,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",brand_nestle
yippee-noodles,Yippee noodles (1 pack cooked),,snacks_chaat,serving,295,7.0,1 pack (~70g raw),yippee|yippee noodles,veg|brand|packaged|junk,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",brand_itc
cup-noodles,Cup noodles (1 cup),,snacks_chaat,serving,290,6.0,1 cup (~70g raw),cup noodles|nissin cup noodles,veg|brand|packaged|junk,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""serving"":{""multiplier"":1,""label"":""plate"",""step"":0.5,""min"":0.5,""max"":2}}",brand_nissin
lays-classic,Lay's Classic Salted (small pack),,snacks_chaat,serving,165,2.0,1 small pack (~30g),lays|lays classic|chips|potato chips,veg|brand|packaged|junk,true,false,70,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.0333,""label"":""g"",""step"":5,""min"":10,""max"":150},""serving"":{""multiplier"":1,""label"":""30g pack"",""step"":1,""min"":0.5,""max"":3}}",brand_lays
lays-magic-masala,Lay's Magic Masala (30g),,snacks_chaat,serving,160,2.0,1 pack (~30g),lays magic masala|magic masala chips,veg|brand|packaged|junk,true,false,70,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.0333,""label"":""g"",""step"":5,""min"":10,""max"":150},""serving"":{""multiplier"":1,""label"":""30g pack"",""step"":1,""min"":0.5,""max"":3}}",brand_lays
kurkure-masala-munch,Kurkure Masala Munch (30g),,snacks_chaat,serving,170,2.0,1 pack (~30g),kurkure|masala munch,veg|brand|packaged|junk,true,false,60,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.0333,""label"":""g"",""step"":5,""min"":10,""max"":150},""serving"":{""multiplier"":1,""label"":""30g pack"",""step"":1,""min"":0.5,""max"":3}}",brand_pepsico
bingo-mad-angles,Bingo Mad Angles (30g),,snacks_chaat,serving,165,2.0,1 pack (~30g),bingo|mad angles,veg|brand|packaged|junk,true,false,45,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.0333,""label"":""g"",""step"":5,""min"":10,""max"":150},""serving"":{""multiplier"":1,""label"":""30g pack"",""step"":1,""min"":0.5,""max"":3}}",brand_itc
doritos,Doritos (30g),,snacks_chaat,serving,150,2.0,1 small pack (~30g),doritos|nacho chips,veg|brand|packaged|junk,true,false,30,gram_only,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""gram"":{""multiplier"":0.0333,""label"":""g"",""step"":5,""min"":10,""max"":150},""serving"":{""multiplier"":1,""label"":""30g pack"",""step"":1,""min"":0.5,""max"":3}}",brand_pepsico
parle-g-biscuit,Parle-G biscuit,पारले जी,snacks_chaat,piece,22,0.4,1 biscuit (~4.5g),parle g|parle biscuit|glucose biscuit,veg|brand|packaged|biscuit,true,false,65,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":20}}",brand_parle
marie-biscuit,Britannia Marie biscuit,,snacks_chaat,piece,18,0.4,1 biscuit (~4g),marie biscuit|britannia marie,veg|brand|packaged|biscuit,false,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":20}}",brand_britannia
oreo-biscuit,Oreo biscuit,,snacks_chaat,piece,50,0.5,1 biscuit (~10g),oreo|oreo cookie,veg|brand|packaged|biscuit,true,false,55,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",brand_oreo
hide-seek-chocolate,Hide & Seek chocolate biscuit,,snacks_chaat,piece,40,0.6,1 biscuit (~7g),hide and seek|hide seek|chocolate biscuit,veg|brand|packaged|biscuit,true,false,45,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",brand_parle
bourbon-biscuit,Bourbon biscuit,,snacks_chaat,piece,50,0.8,1 biscuit (~10g),bourbon biscuit|chocolate cream biscuit,veg|brand|packaged|biscuit,true,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",brand_britannia
good-day-biscuit,Good Day biscuit,,snacks_chaat,piece,35,0.5,1 biscuit (~7g),good day|good day biscuit,veg|brand|packaged|biscuit,true,false,45,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",brand_britannia
masala-chai,Masala chai (with milk + sugar),मसाला चाय,beverages,cup,95,2.5,1 cup (~200ml),chai|masala chai|tea|chaai,veg|home_cooked,false,true,99,cup_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small cup"",""hint"":""~150ml"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular cup"",""hint"":""~200ml"",""multiplier"":1.0},{""key"":""large"",""label"":""Mug"",""hint"":""~300ml"",""multiplier"":1.5}]}","{""cup"":{""multiplier"":1,""label"":""cup"",""step"":0.5,""min"":0.5,""max"":4},""ml"":{""multiplier"":0.005,""label"":""ml"",""step"":50,""min"":50,""max"":750}}",mfp_avg
adrak-chai,Adrak chai,अदरक चाय,beverages,cup,95,2.5,1 cup (~200ml),adrak chai|ginger tea,veg|home_cooked,false,true,70,cup_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small cup"",""hint"":""~150ml"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular cup"",""hint"":""~200ml"",""multiplier"":1.0},{""key"":""large"",""label"":""Mug"",""hint"":""~300ml"",""multiplier"":1.5}]}","{""cup"":{""multiplier"":1,""label"":""cup"",""step"":0.5,""min"":0.5,""max"":4},""ml"":{""multiplier"":0.005,""label"":""ml"",""step"":50,""min"":50,""max"":750}}",mfp_avg
cutting-chai,Cutting chai,कटिंग चाय,beverages,cup,50,1.5,1 small (~100ml),cutting chai|small chai,veg|street_food,false,false,80,cup_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small cup"",""hint"":""~150ml"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular cup"",""hint"":""~200ml"",""multiplier"":1.0},{""key"":""large"",""label"":""Mug"",""hint"":""~300ml"",""multiplier"":1.5}]}","{""cup"":{""multiplier"":1,""label"":""cup"",""step"":0.5,""min"":0.5,""max"":4},""ml"":{""multiplier"":0.01,""label"":""ml"",""step"":50,""min"":50,""max"":750}}",mfp_avg
black-tea-no-sugar,Black tea (no sugar),काली चाय,beverages,cup,5,0.0,1 cup (~200ml),black tea|kaali chai,veg|low_cal,false,true,50,cup_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small cup"",""hint"":""~150ml"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular cup"",""hint"":""~200ml"",""multiplier"":1.0},{""key"":""large"",""label"":""Mug"",""hint"":""~300ml"",""multiplier"":1.5}]}","{""cup"":{""multiplier"":1,""label"":""cup"",""step"":0.5,""min"":0.5,""max"":4},""ml"":{""multiplier"":0.005,""label"":""ml"",""step"":50,""min"":50,""max"":750}}",usda_fdc
